,국가(대륙)별,상품군별,판매유형별,시점,데이터
2159,대양주,컴퓨터 및 주변기기,면세점 이외,2017.4/4,151
2160,대양주,컴퓨터 및 주변기기,면세점 이외,2018.1/4,157
2161,대양주,컴퓨터 및 주변기기,면세점 이외,2018.2/4,107
2162,대양주,컴퓨터 및 주변기기,면세점 이외,2018.3/4,117
2163,대양주,컴퓨터 및 주변기기,면세점 이외,2018.4/4,92
2164,대양주,컴퓨터 및 주변기기,면세점 이외,2019.1/4,78
2165,대양주,컴퓨터 및 주변기기,면세점 이외,2019.2/4,62
2166,대양주,컴퓨터 및 주변기기,면세점 이외,2019.3/4,58
2167,대양주,컴퓨터 및 주변기기,면세점 이외,2019.4/4,56
2168,대양주,컴퓨터 및 주변기기,면세점 이외,2020.1/4,93
2169,대양주,컴퓨터 및 주변기기,면세점 이외,2020.2/4,73
2170,대양주,컴퓨터 및 주변기기,면세점 이외,2020.3/4,96
2171,대양주,컴퓨터 및 주변기기,면세점 이외,2020.4/4,56
2172,대양주,컴퓨터 및 주변기기,면세점 이외,2021.1/4,68
2173,대양주,컴퓨터 및 주변기기,면세점 이외,2021.2/4,85
2174,대양주,컴퓨터 및 주변기기,면세점 이외,2021.3/4,80
2175,대양주,컴퓨터 및 주변기기,면세점 이외,2021.4/4,30
2176,대양주,컴퓨터 및 주변기기,면세점 이외,2022.1/4,6
2177,대양주,컴퓨터 및 주변기기,면세점 이외,2022.2/4 p),6
2178,대양주,가전·전자·통신기기,면세점 이외,2017.1/4,1249
2179,대양주,가전·전자·통신기기,면세점 이외,2017.2/4,1350
2180,대양주,가전·전자·통신기기,면세점 이외,2017.3/4,1445
2181,대양주,가전·전자·통신기기,면세점 이외,2017.4/4,1249
2182,대양주,가전·전자·통신기기,면세점 이외,2018.1/4,1290
2183,대양주,가전·전자·통신기기,면세점 이외,2018.2/4,1189
2184,대양주,가전·전자·통신기기,면세점 이외,2018.3/4,1108
2185,대양주,가전·전자·통신기기,면세점 이외,2018.4/4,1105
2186,대양주,가전·전자·통신기기,면세점 이외,2019.1/4,806
2187,대양주,가전·전자·통신기기,면세점 이외,2019.2/4,703
2188,대양주,가전·전자·통신기기,면세점 이외,2019.3/4,523
2189,대양주,가전·전자·통신기기,면세점 이외,2019.4/4,296
2190,대양주,가전·전자·통신기기,면세점 이외,2020.1/4,339
2191,대양주,가전·전자·통신기기,면세점 이외,2020.2/4,1030
2192,대양주,가전·전자·통신기기,면세점 이외,2020.3/4,1317
2193,대양주,가전·전자·통신기기,면세점 이외,2020.4/4,1139
2194,대양주,가전·전자·통신기기,면세점 이외,2021.1/4,964
2195,대양주,가전·전자·통신기기,면세점 이외,2021.2/4,816
2196,대양주,가전·전자·통신기기,면세점 이외,2021.3/4,845
2197,대양주,가전·전자·통신기기,면세점 이외,2021.4/4,292
2198,대양주,가전·전자·통신기기,면세점 이외,2022.1/4,10
2199,대양주,가전·전자·통신기기,면세점 이외,2022.2/4 p),10
2200,대양주,소프트웨어,면세점 이외,2017.1/4,6
2201,대양주,소프트웨어,면세점 이외,2017.2/4,4
2202,대양주,소프트웨어,면세점 이외,2017.3/4,6
2203,대양주,소프트웨어,면세점 이외,2017.4/4,21
2204,대양주,소프트웨어,면세점 이외,2018.1/4,11
2205,대양주,소프트웨어,면세점 이외,2018.2/4,12
2206,대양주,소프트웨어,면세점 이외,2018.3/4,10
2207,대양주,소프트웨어,면세점 이외,2018.4/4,7
2208,대양주,소프트웨어,면세점 이외,2019.1/4,7
2209,대양주,소프트웨어,면세점 이외,2019.2/4,6
2210,대양주,소프트웨어,면세점 이외,2019.3/4,3
2211,대양주,소프트웨어,면세점 이외,2019.4/4,4
2212,대양주,소프트웨어,면세점 이외,2020.1/4,4
2213,대양주,소프트웨어,면세점 이외,2020.2/4,6
2214,대양주,소프트웨어,면세점 이외,2020.3/4,5
2215,대양주,소프트웨어,면세점 이외,2020.4/4,5
2216,대양주,소프트웨어,면세점 이외,2021.1/4,5
2217,대양주,소프트웨어,면세점 이외,2021.2/4,5
2218,대양주,소프트웨어,면세점 이외,2021.3/4,7
2219,대양주,소프트웨어,면세점 이외,2021.4/4,2
2220,대양주,소프트웨어,면세점 이외,2022.1/4,0
2221,대양주,소프트웨어,면세점 이외,2022.2/4 p),0
2222,대양주,서 적,면세점 이외,2017.1/4,68
2223,대양주,서 적,면세점 이외,2017.2/4,57
2224,대양주,서 적,면세점 이외,2017.3/4,106
2225,대양주,서 적,면세점 이외,2017.4/4,89
2226,대양주,서 적,면세점 이외,2018.1/4,66
2227,대양주,서 적,면세점 이외,2018.2/4,97
2228,대양주,서 적,면세점 이외,2018.3/4,106
2229,대양주,서 적,면세점 이외,2018.4/4,81
2230,대양주,서 적,면세점 이외,2019.1/4,62
2231,대양주,서 적,면세점 이외,2019.2/4,81
2232,대양주,서 적,면세점 이외,2019.3/4,48
2233,대양주,서 적,면세점 이외,2019.4/4,81
2234,대양주,서 적,면세점 이외,2020.1/4,73
2235,대양주,서 적,면세점 이외,2020.2/4,92
2236,대양주,서 적,면세점 이외,2020.3/4,121
2237,대양주,서 적,면세점 이외,2020.4/4,81
2238,대양주,서 적,면세점 이외,2021.1/4,90
2239,대양주,서 적,면세점 이외,2021.2/4,99
2240,대양주,서 적,면세점 이외,2021.3/4,131
2241,대양주,서 적,면세점 이외,2021.4/4,129
2242,대양주,서 적,면세점 이외,2022.1/4,98
2243,대양주,서 적,면세점 이외,2022.2/4 p),109
2244,대양주,사무·문구,면세점 이외,2017.1/4,10
2245,대양주,사무·문구,면세점 이외,2017.2/4,7
2246,대양주,사무·문구,면세점 이외,2017.3/4,9
2247,대양주,사무·문구,면세점 이외,2017.4/4,5
2248,대양주,사무·문구,면세점 이외,2018.1/4,7
2249,대양주,사무·문구,면세점 이외,2018.2/4,3
2250,대양주,사무·문구,면세점 이외,2018.3/4,6
2251,대양주,사무·문구,면세점 이외,2018.4/4,5
2252,대양주,사무·문구,면세점 이외,2019.1/4,6
2253,대양주,사무·문구,면세점 이외,2019.2/4,6
2254,대양주,사무·문구,면세점 이외,2019.3/4,2
2255,대양주,사무·문구,면세점 이외,2019.4/4,11
2256,대양주,사무·문구,면세점 이외,2020.1/4,5
2257,대양주,사무·문구,면세점 이외,2020.2/4,7
2258,대양주,사무·문구,면세점 이외,2020.3/4,4
2259,대양주,사무·문구,면세점 이외,2020.4/4,5
2260,대양주,사무·문구,면세점 이외,2021.1/4,5
2261,대양주,사무·문구,면세점 이외,2021.2/4,8
2262,대양주,사무·문구,면세점 이외,2021.3/4,21
2263,대양주,사무·문구,면세점 이외,2021.4/4,28
2264,대양주,사무·문구,면세점 이외,2022.1/4,14
2265,대양주,사무·문구,면세점 이외,2022.2/4 p),22
2266,대양주,음반·비디오·악기,면세점 이외,2017.1/4,215
2267,대양주,음반·비디오·악기,면세점 이외,2017.2/4,193
2268,대양주,음반·비디오·악기,면세점 이외,2017.3/4,303
2269,대양주,음반·비디오·악기,면세점 이외,2017.4/4,330
2270,대양주,음반·비디오·악기,면세점 이외,2018.1/4,290
2271,대양주,음반·비디오·악기,면세점 이외,2018.2/4,356
2272,대양주,음반·비디오·악기,면세점 이외,2018.3/4,418
2273,대양주,음반·비디오·악기,면세점 이외,2018.4/4,440
2274,대양주,음반·비디오·악기,면세점 이외,2019.1/4,354
2275,대양주,음반·비디오·악기,면세점 이외,2019.2/4,481
2276,대양주,음반·비디오·악기,면세점 이외,2019.3/4,318
2277,대양주,음반·비디오·악기,면세점 이외,2019.4/4,387
2278,대양주,음반·비디오·악기,면세점 이외,2020.1/4,308
2279,대양주,음반·비디오·악기,면세점 이외,2020.2/4,371
2280,대양주,음반·비디오·악기,면세점 이외,2020.3/4,553
2281,대양주,음반·비디오·악기,면세점 이외,2020.4/4,568
2282,대양주,음반·비디오·악기,면세점 이외,2021.1/4,552
2283,대양주,음반·비디오·악기,면세점 이외,2021.2/4,512
2284,대양주,음반·비디오·악기,면세점 이외,2021.3/4,614
2285,대양주,음반·비디오·악기,면세점 이외,2021.4/4,396
2286,대양주,음반·비디오·악기,면세점 이외,2022.1/4,219
2287,대양주,음반·비디오·악기,면세점 이외,2022.2/4 p),383
2288,대양주,의류 및 패션 관련상품,면세점 이외,2017.1/4,586
2289,대양주,의류 및 패션 관련상품,면세점 이외,2017.2/4,555
2290,대양주,의류 및 패션 관련상품,면세점 이외,2017.3/4,586
2291,대양주,의류 및 패션 관련상품,면세점 이외,2017.4/4,534
2292,대양주,의류 및 패션 관련상품,면세점 이외,2018.1/4,720
2293,대양주,의류 및 패션 관련상품,면세점 이외,2018.2/4,776
2294,대양주,의류 및 패션 관련상품,면세점 이외,2018.3/4,609
2295,대양주,의류 및 패션 관련상품,면세점 이외,2018.4/4,605
2296,대양주,의류 및 패션 관련상품,면세점 이외,2019.1/4,620
2297,대양주,의류 및 패션 관련상품,면세점 이외,2019.2/4,630
2298,대양주,의류 및 패션 관련상품,면세점 이외,2019.3/4,571
2299,대양주,의류 및 패션 관련상품,면세점 이외,2019.4/4,639
2300,대양주,의류 및 패션 관련상품,면세점 이외,2020.1/4,475
2301,대양주,의류 및 패션 관련상품,면세점 이외,2020.2/4,911
2302,대양주,의류 및 패션 관련상품,면세점 이외,2020.3/4,1081
2303,대양주,의류 및 패션 관련상품,면세점 이외,2020.4/4,1279
2304,대양주,의류 및 패션 관련상품,면세점 이외,2021.1/4,1390
2305,대양주,의류 및 패션 관련상품,면세점 이외,2021.2/4,1426
2306,대양주,의류 및 패션 관련상품,면세점 이외,2021.3/4,1526
2307,대양주,의류 및 패션 관련상품,면세점 이외,2021.4/4,1675
2308,대양주,의류 및 패션 관련상품,면세점 이외,2022.1/4,1578
2309,대양주,의류 및 패션 관련상품,면세점 이외,2022.2/4 p),1684
2310,대양주,스포츠·레저용품,면세점 이외,2017.1/4,149
2311,대양주,스포츠·레저용품,면세점 이외,2017.2/4,127
2312,대양주,스포츠·레저용품,면세점 이외,2017.3/4,146
2313,대양주,스포츠·레저용품,면세점 이외,2017.4/4,134
2314,대양주,스포츠·레저용품,면세점 이외,2018.1/4,125
2315,대양주,스포츠·레저용품,면세점 이외,2018.2/4,122
2316,대양주,스포츠·레저용품,면세점 이외,2018.3/4,119
2317,대양주,스포츠·레저용품,면세점 이외,2018.4/4,100
2318,대양주,스포츠·레저용품,면세점 이외,2019.1/4,102
2319,대양주,스포츠·레저용품,면세점 이외,2019.2/4,95
2320,대양주,스포츠·레저용품,면세점 이외,2019.3/4,199
2321,대양주,스포츠·레저용품,면세점 이외,2019.4/4,79
2322,대양주,스포츠·레저용품,면세점 이외,2020.1/4,77
2323,대양주,스포츠·레저용품,면세점 이외,2020.2/4,95
2324,대양주,스포츠·레저용품,면세점 이외,2020.3/4,195
2325,대양주,스포츠·레저용품,면세점 이외,2020.4/4,323
2326,대양주,스포츠·레저용품,면세점 이외,2021.1/4,283
2327,대양주,스포츠·레저용품,면세점 이외,2021.2/4,112
2328,대양주,스포츠·레저용품,면세점 이외,2021.3/4,512
2329,대양주,스포츠·레저용품,면세점 이외,2021.4/4,270
2330,대양주,스포츠·레저용품,면세점 이외,2022.1/4,201
2331,대양주,스포츠·레저용품,면세점 이외,2022.2/4 p),11
2332,대양주,화장품,면세점 이외,2017.1/4,1338
2333,대양주,화장품,면세점 이외,2017.2/4,1059
2334,대양주,화장품,면세점 이외,2017.3/4,1199
2335,대양주,화장품,면세점 이외,2017.4/4,1020
2336,대양주,화장품,면세점 이외,2018.1/4,979
2337,대양주,화장품,면세점 이외,2018.2/4,1034
2338,대양주,화장품,면세점 이외,2018.3/4,1006
2339,대양주,화장품,면세점 이외,2018.4/4,886
2340,대양주,화장품,면세점 이외,2019.1/4,820
2341,대양주,화장품,면세점 이외,2019.2/4,824
2342,대양주,화장품,면세점 이외,2019.3/4,629
2343,대양주,화장품,면세점 이외,2019.4/4,1084
2344,대양주,화장품,면세점 이외,2020.1/4,713
2345,대양주,화장품,면세점 이외,2020.2/4,659
2346,대양주,화장품,면세점 이외,2020.3/4,617
2347,대양주,화장품,면세점 이외,2020.4/4,470
2348,대양주,화장품,면세점 이외,2021.1/4,465
2349,대양주,화장품,면세점 이외,2021.2/4,430
2350,대양주,화장품,면세점 이외,2021.3/4,488
2351,대양주,화장품,면세점 이외,2021.4/4,239
2352,대양주,화장품,면세점 이외,2022.1/4,117
2353,대양주,화장품,면세점 이외,2022.2/4 p),82
2354,대양주,아동·유아용품,면세점 이외,2017.1/4,181
2355,대양주,아동·유아용품,면세점 이외,2017.2/4,205
2356,대양주,아동·유아용품,면세점 이외,2017.3/4,232
2357,대양주,아동·유아용품,면세점 이외,2017.4/4,288
2358,대양주,아동·유아용품,면세점 이외,2018.1/4,187
2359,대양주,아동·유아용품,면세점 이외,2018.2/4,176
2360,대양주,아동·유아용품,면세점 이외,2018.3/4,164
2361,대양주,아동·유아용품,면세점 이외,2018.4/4,159
2362,대양주,아동·유아용품,면세점 이외,2019.1/4,120
2363,대양주,아동·유아용품,면세점 이외,2019.2/4,135
2364,대양주,아동·유아용품,면세점 이외,2019.3/4,82
2365,대양주,아동·유아용품,면세점 이외,2019.4/4,144
2366,대양주,아동·유아용품,면세점 이외,2020.1/4,141
2367,대양주,아동·유아용품,면세점 이외,2020.2/4,129
2368,대양주,아동·유아용품,면세점 이외,2020.3/4,119
2369,대양주,아동·유아용품,면세점 이외,2020.4/4,95
2370,대양주,아동·유아용품,면세점 이외,2021.1/4,84
2371,대양주,아동·유아용품,면세점 이외,2021.2/4,77
2372,대양주,아동·유아용품,면세점 이외,2021.3/4,118
2373,대양주,아동·유아용품,면세점 이외,2021.4/4,55
2374,대양주,아동·유아용품,면세점 이외,2022.1/4,29
2375,대양주,아동·유아용품,면세점 이외,2022.2/4 p),11
2376,대양주,음·식료품,면세점 이외,2017.1/4,23
2377,대양주,음·식료품,면세점 이외,2017.2/4,47
2378,대양주,음·식료품,면세점 이외,2017.3/4,39
2379,대양주,음·식료품,면세점 이외,2017.4/4,19
2380,대양주,음·식료품,면세점 이외,2018.1/4,21
2381,대양주,음·식료품,면세점 이외,2018.2/4,26
2382,대양주,음·식료품,면세점 이외,2018.3/4,35
2383,대양주,음·식료품,면세점 이외,2018.4/4,21
2384,대양주,음·식료품,면세점 이외,2019.1/4,19
2385,대양주,음·식료품,면세점 이외,2019.2/4,24
2386,대양주,음·식료품,면세점 이외,2019.3/4,19
2387,대양주,음·식료품,면세점 이외,2019.4/4,17
2388,대양주,음·식료품,면세점 이외,2020.1/4,385
2389,대양주,음·식료품,면세점 이외,2020.2/4,14
2390,대양주,음·식료품,면세점 이외,2020.3/4,3
2391,대양주,음·식료품,면세점 이외,2020.4/4,1
2392,대양주,음·식료품,면세점 이외,2021.1/4,2
2393,대양주,음·식료품,면세점 이외,2021.2/4,7
2394,대양주,음·식료품,면세점 이외,2021.3/4,11
2395,대양주,음·식료품,면세점 이외,2021.4/4,6
2396,대양주,음·식료품,면세점 이외,2022.1/4,0
2397,대양주,음·식료품,면세점 이외,2022.2/4 p),2
2398,대양주,농축수산물,면세점 이외,2017.1/4,0
2399,대양주,농축수산물,면세점 이외,2017.2/4,0
2400,대양주,농축수산물,면세점 이외,2017.3/4,0
2401,대양주,농축수산물,면세점 이외,2017.4/4,0
2402,대양주,농축수산물,면세점 이외,2018.1/4,1
2403,대양주,농축수산물,면세점 이외,2018.2/4,4
2404,대양주,농축수산물,면세점 이외,2018.3/4,4
2405,대양주,농축수산물,면세점 이외,2018.4/4,0
2406,대양주,농축수산물,면세점 이외,2019.1/4,1
2407,대양주,농축수산물,면세점 이외,2019.2/4,0
2408,대양주,농축수산물,면세점 이외,2019.3/4,0
2409,대양주,농축수산물,면세점 이외,2019.4/4,0
2410,대양주,농축수산물,면세점 이외,2020.1/4,0
2411,대양주,농축수산물,면세점 이외,2020.2/4,1
2412,대양주,농축수산물,면세점 이외,2020.3/4,0
2413,대양주,농축수산물,면세점 이외,2020.4/4,0
2414,대양주,농축수산물,면세점 이외,2021.1/4,0
2415,대양주,농축수산물,면세점 이외,2021.2/4,0
2416,대양주,농축수산물,면세점 이외,2021.3/4,0
2417,대양주,농축수산물,면세점 이외,2021.4/4,1
2418,대양주,농축수산물,면세점 이외,2022.1/4,0
2419,대양주,농축수산물,면세점 이외,2022.2/4 p),0
2420,대양주,생활용품 및 자동차용품,면세점 이외,2017.1/4,525
2421,대양주,생활용품 및 자동차용품,면세점 이외,2017.2/4,553
2422,대양주,생활용품 및 자동차용품,면세점 이외,2017.3/4,532
2423,대양주,생활용품 및 자동차용품,면세점 이외,2017.4/4,448
2424,대양주,생활용품 및 자동차용품,면세점 이외,2018.1/4,438
2425,대양주,생활용품 및 자동차용품,면세점 이외,2018.2/4,446
2426,대양주,생활용품 및 자동차용품,면세점 이외,2018.3/4,430
2427,대양주,생활용품 및 자동차용품,면세점 이외,2018.4/4,350
2428,대양주,생활용품 및 자동차용품,면세점 이외,2019.1/4,342
2429,대양주,생활용품 및 자동차용품,면세점 이외,2019.2/4,345
2430,대양주,생활용품 및 자동차용품,면세점 이외,2019.3/4,229
2431,대양주,생활용품 및 자동차용품,면세점 이외,2019.4/4,310
2432,대양주,생활용품 및 자동차용품,면세점 이외,2020.1/4,286
2433,대양주,생활용품 및 자동차용품,면세점 이외,2020.2/4,322
2434,대양주,생활용품 및 자동차용품,면세점 이외,2020.3/4,343
2435,대양주,생활용품 및 자동차용품,면세점 이외,2020.4/4,247
2436,대양주,생활용품 및 자동차용품,면세점 이외,2021.1/4,279
2437,대양주,생활용품 및 자동차용품,면세점 이외,2021.2/4,288
2438,대양주,생활용품 및 자동차용품,면세점 이외,2021.3/4,278
2439,대양주,생활용품 및 자동차용품,면세점 이외,2021.4/4,115
2440,대양주,생활용품 및 자동차용품,면세점 이외,2022.1/4,31
2441,대양주,생활용품 및 자동차용품,면세점 이외,2022.2/4 p),21
2442,대양주,기 타,면세점 이외,2017.1/4,250
2443,대양주,기 타,면세점 이외,2017.2/4,221
2444,대양주,기 타,면세점 이외,2017.3/4,245
2445,대양주,기 타,면세점 이외,2017.4/4,256
2446,대양주,기 타,면세점 이외,2018.1/4,261
2447,대양주,기 타,면세점 이외,2018.2/4,215
2448,대양주,기 타,면세점 이외,2018.3/4,216
2449,대양주,기 타,면세점 이외,2018.4/4,205
2450,대양주,기 타,면세점 이외,2019.1/4,210
2451,대양주,기 타,면세점 이외,2019.2/4,207
2452,대양주,기 타,면세점 이외,2019.3/4,114
2453,대양주,기 타,면세점 이외,2019.4/4,142
2454,대양주,기 타,면세점 이외,2020.1/4,270
2455,대양주,기 타,면세점 이외,2020.2/4,195
2456,대양주,기 타,면세점 이외,2020.3/4,248
2457,대양주,기 타,면세점 이외,2020.4/4,210
2458,대양주,기 타,면세점 이외,2021.1/4,283
2459,대양주,기 타,면세점 이외,2021.2/4,234
2460,대양주,기 타,면세점 이외,2021.3/4,282
2461,대양주,기 타,면세점 이외,2021.4/4,121
2462,대양주,기 타,면세점 이외,2022.1/4,340
2463,대양주,기 타,면세점 이외,2022.2/4 p),60
2464,기타,컴퓨터 및 주변기기,면세점 이외,2017.1/4,296
2465,기타,컴퓨터 및 주변기기,면세점 이외,2017.2/4,186
2466,기타,컴퓨터 및 주변기기,면세점 이외,2017.3/4,214
2467,기타,컴퓨터 및 주변기기,면세점 이외,2017.4/4,177
2468,기타,컴퓨터 및 주변기기,면세점 이외,2018.1/4,1509
2469,기타,컴퓨터 및 주변기기,면세점 이외,2018.2/4,1113
2470,기타,컴퓨터 및 주변기기,면세점 이외,2018.3/4,1474
2471,기타,컴퓨터 및 주변기기,면세점 이외,2018.4/4,1248
2472,기타,컴퓨터 및 주변기기,면세점 이외,2019.1/4,1146
2473,기타,컴퓨터 및 주변기기,면세점 이외,2019.2/4,1330
2474,기타,컴퓨터 및 주변기기,면세점 이외,2019.3/4,1190
2475,기타,컴퓨터 및 주변기기,면세점 이외,2019.4/4,1385
2476,기타,컴퓨터 및 주변기기,면세점 이외,2020.1/4,1576
2477,기타,컴퓨터 및 주변기기,면세점 이외,2020.2/4,1370
2478,기타,컴퓨터 및 주변기기,면세점 이외,2020.3/4,1213
2479,기타,컴퓨터 및 주변기기,면세점 이외,2020.4/4,1494
2480,기타,컴퓨터 및 주변기기,면세점 이외,2021.1/4,1546
2481,기타,컴퓨터 및 주변기기,면세점 이외,2021.2/4,1562
2482,기타,컴퓨터 및 주변기기,면세점 이외,2021.3/4,1460
2483,기타,컴퓨터 및 주변기기,면세점 이외,2021.4/4,1556
2484,기타,컴퓨터 및 주변기기,면세점 이외,2022.1/4,1602
2485,기타,컴퓨터 및 주변기기,면세점 이외,2022.2/4 p),1838
2486,기타,가전·전자·통신기기,면세점 이외,2017.1/4,894
2487,기타,가전·전자·통신기기,면세점 이외,2017.2/4,794
2488,기타,가전·전자·통신기기,면세점 이외,2017.3/4,1842
2489,기타,가전·전자·통신기기,면세점 이외,2017.4/4,640
2490,기타,가전·전자·통신기기,면세점 이외,2018.1/4,595
2491,기타,가전·전자·통신기기,면세점 이외,2018.2/4,415
2492,기타,가전·전자·통신기기,면세점 이외,2018.3/4,452
2493,기타,가전·전자·통신기기,면세점 이외,2018.4/4,385
2494,기타,가전·전자·통신기기,면세점 이외,2019.1/4,418
2495,기타,가전·전자·통신기기,면세점 이외,2019.2/4,396
2496,기타,가전·전자·통신기기,면세점 이외,2019.3/4,342
2497,기타,가전·전자·통신기기,면세점 이외,2019.4/4,469
2498,기타,가전·전자·통신기기,면세점 이외,2020.1/4,389
2499,기타,가전·전자·통신기기,면세점 이외,2020.2/4,366
2500,기타,가전·전자·통신기기,면세점 이외,2020.3/4,619
2501,기타,가전·전자·통신기기,면세점 이외,2020.4/4,342
2502,기타,가전·전자·통신기기,면세점 이외,2021.1/4,245
2503,기타,가전·전자·통신기기,면세점 이외,2021.2/4,175
2504,기타,가전·전자·통신기기,면세점 이외,2021.3/4,240
2505,기타,가전·전자·통신기기,면세점 이외,2021.4/4,129
2506,기타,가전·전자·통신기기,면세점 이외,2022.1/4,74
2507,기타,가전·전자·통신기기,면세점 이외,2022.2/4 p),8
2508,기타,소프트웨어,면세점 이외,2017.1/4,6
2509,기타,소프트웨어,면세점 이외,2017.2/4,3
2510,기타,소프트웨어,면세점 이외,2017.3/4,5
2511,기타,소프트웨어,면세점 이외,2017.4/4,34
2512,기타,소프트웨어,면세점 이외,2018.1/4,9
2513,기타,소프트웨어,면세점 이외,2018.2/4,46
2514,기타,소프트웨어,면세점 이외,2018.3/4,41
2515,기타,소프트웨어,면세점 이외,2018.4/4,6
2516,기타,소프트웨어,면세점 이외,2019.1/4,5
2517,기타,소프트웨어,면세점 이외,2019.2/4,9
2518,기타,소프트웨어,면세점 이외,2019.3/4,4
2519,기타,소프트웨어,면세점 이외,2019.4/4,11
2520,기타,소프트웨어,면세점 이외,2020.1/4,8
2521,기타,소프트웨어,면세점 이외,2020.2/4,4
2522,기타,소프트웨어,면세점 이외,2020.3/4,3
2523,기타,소프트웨어,면세점 이외,2020.4/4,6
2524,기타,소프트웨어,면세점 이외,2021.1/4,4
2525,기타,소프트웨어,면세점 이외,2021.2/4,6
2526,기타,소프트웨어,면세점 이외,2021.3/4,4
2527,기타,소프트웨어,면세점 이외,2021.4/4,1
2528,기타,소프트웨어,면세점 이외,2022.1/4,0
2529,기타,소프트웨어,면세점 이외,2022.2/4 p),0
2530,기타,서 적,면세점 이외,2017.1/4,243
2531,기타,서 적,면세점 이외,2017.2/4,136
2532,기타,서 적,면세점 이외,2017.3/4,579
2533,기타,서 적,면세점 이외,2017.4/4,890
2534,기타,서 적,면세점 이외,2018.1/4,1165
2535,기타,서 적,면세점 이외,2018.2/4,1112
2536,기타,서 적,면세점 이외,2018.3/4,1508
2537,기타,서 적,면세점 이외,2018.4/4,1349
2538,기타,서 적,면세점 이외,2019.1/4,1031
2539,기타,서 적,면세점 이외,2019.2/4,1615
2540,기타,서 적,면세점 이외,2019.3/4,720
2541,기타,서 적,면세점 이외,2019.4/4,1218
2542,기타,서 적,면세점 이외,2020.1/4,1362
2543,기타,서 적,면세점 이외,2020.2/4,1351
2544,기타,서 적,면세점 이외,2020.3/4,868
2545,기타,서 적,면세점 이외,2020.4/4,982
2546,기타,서 적,면세점 이외,2021.1/4,2528
2547,기타,서 적,면세점 이외,2021.2/4,1583
2548,기타,서 적,면세점 이외,2021.3/4,1743
2549,기타,서 적,면세점 이외,2021.4/4,723
2550,기타,서 적,면세점 이외,2022.1/4,631
2551,기타,서 적,면세점 이외,2022.2/4 p),265
2552,기타,사무·문구,면세점 이외,2017.1/4,35
2553,기타,사무·문구,면세점 이외,2017.2/4,36
2554,기타,사무·문구,면세점 이외,2017.3/4,26
2555,기타,사무·문구,면세점 이외,2017.4/4,29
2556,기타,사무·문구,면세점 이외,2018.1/4,33
2557,기타,사무·문구,면세점 이외,2018.2/4,30
2558,기타,사무·문구,면세점 이외,2018.3/4,26
2559,기타,사무·문구,면세점 이외,2018.4/4,30
2560,기타,사무·문구,면세점 이외,2019.1/4,32
2561,기타,사무·문구,면세점 이외,2019.2/4,25
2562,기타,사무·문구,면세점 이외,2019.3/4,16
2563,기타,사무·문구,면세점 이외,2019.4/4,22
2564,기타,사무·문구,면세점 이외,2020.1/4,45
2565,기타,사무·문구,면세점 이외,2020.2/4,78
2566,기타,사무·문구,면세점 이외,2020.3/4,32
2567,기타,사무·문구,면세점 이외,2020.4/4,32
2568,기타,사무·문구,면세점 이외,2021.1/4,16
2569,기타,사무·문구,면세점 이외,2021.2/4,27
2570,기타,사무·문구,면세점 이외,2021.3/4,60
2571,기타,사무·문구,면세점 이외,2021.4/4,39
2572,기타,사무·문구,면세점 이외,2022.1/4,46
2573,기타,사무·문구,면세점 이외,2022.2/4 p),38
2574,기타,음반·비디오·악기,면세점 이외,2017.1/4,248
2575,기타,음반·비디오·악기,면세점 이외,2017.2/4,175
2576,기타,음반·비디오·악기,면세점 이외,2017.3/4,252
2577,기타,음반·비디오·악기,면세점 이외,2017.4/4,252
2578,기타,음반·비디오·악기,면세점 이외,2018.1/4,328
2579,기타,음반·비디오·악기,면세점 이외,2018.2/4,300
2580,기타,음반·비디오·악기,면세점 이외,2018.3/4,327
2581,기타,음반·비디오·악기,면세점 이외,2018.4/4,320
2582,기타,음반·비디오·악기,면세점 이외,2019.1/4,307
2583,기타,음반·비디오·악기,면세점 이외,2019.2/4,372
2584,기타,음반·비디오·악기,면세점 이외,2019.3/4,244
2585,기타,음반·비디오·악기,면세점 이외,2019.4/4,336
2586,기타,음반·비디오·악기,면세점 이외,2020.1/4,354
2587,기타,음반·비디오·악기,면세점 이외,2020.2/4,275
2588,기타,음반·비디오·악기,면세점 이외,2020.3/4,299
2589,기타,음반·비디오·악기,면세점 이외,2020.4/4,482
2590,기타,음반·비디오·악기,면세점 이외,2021.1/4,3837
2591,기타,음반·비디오·악기,면세점 이외,2021.2/4,8108
2592,기타,음반·비디오·악기,면세점 이외,2021.3/4,4476
2593,기타,음반·비디오·악기,면세점 이외,2021.4/4,3186
2594,기타,음반·비디오·악기,면세점 이외,2022.1/4,1600
2595,기타,음반·비디오·악기,면세점 이외,2022.2/4 p),1188
2596,기타,의류 및 패션 관련상품,면세점 이외,2017.1/4,795
2597,기타,의류 및 패션 관련상품,면세점 이외,2017.2/4,692
2598,기타,의류 및 패션 관련상품,면세점 이외,2017.3/4,1222
2599,기타,의류 및 패션 관련상품,면세점 이외,2017.4/4,681
2600,기타,의류 및 패션 관련상품,면세점 이외,2018.1/4,990
2601,기타,의류 및 패션 관련상품,면세점 이외,2018.2/4,1018
2602,기타,의류 및 패션 관련상품,면세점 이외,2018.3/4,880
2603,기타,의류 및 패션 관련상품,면세점 이외,2018.4/4,1307
