,국가(대륙)별,상품군별,판매유형별,시점,데이터
1296,유럽연합(EU),소프트웨어,면세점 이외,2022.1/4,0
1297,유럽연합(EU),소프트웨어,면세점 이외,2022.2/4 p),0
1298,유럽연합(EU),서 적,면세점 이외,2017.1/4,47
1299,유럽연합(EU),서 적,면세점 이외,2017.2/4,30
1300,유럽연합(EU),서 적,면세점 이외,2017.3/4,50
1301,유럽연합(EU),서 적,면세점 이외,2017.4/4,66
1302,유럽연합(EU),서 적,면세점 이외,2018.1/4,62
1303,유럽연합(EU),서 적,면세점 이외,2018.2/4,70
1304,유럽연합(EU),서 적,면세점 이외,2018.3/4,71
1305,유럽연합(EU),서 적,면세점 이외,2018.4/4,68
1306,유럽연합(EU),서 적,면세점 이외,2019.1/4,59
1307,유럽연합(EU),서 적,면세점 이외,2019.2/4,55
1308,유럽연합(EU),서 적,면세점 이외,2019.3/4,48
1309,유럽연합(EU),서 적,면세점 이외,2019.4/4,95
1310,유럽연합(EU),서 적,면세점 이외,2020.1/4,72
1311,유럽연합(EU),서 적,면세점 이외,2020.2/4,127
1312,유럽연합(EU),서 적,면세점 이외,2020.3/4,150
1313,유럽연합(EU),서 적,면세점 이외,2020.4/4,165
1314,유럽연합(EU),서 적,면세점 이외,2021.1/4,261
1315,유럽연합(EU),서 적,면세점 이외,2021.2/4,186
1316,유럽연합(EU),서 적,면세점 이외,2021.3/4,224
1317,유럽연합(EU),서 적,면세점 이외,2021.4/4,278
1318,유럽연합(EU),서 적,면세점 이외,2022.1/4,201
1319,유럽연합(EU),서 적,면세점 이외,2022.2/4 p),332
1320,유럽연합(EU),사무·문구,면세점 이외,2017.1/4,16
1321,유럽연합(EU),사무·문구,면세점 이외,2017.2/4,14
1322,유럽연합(EU),사무·문구,면세점 이외,2017.3/4,774
1323,유럽연합(EU),사무·문구,면세점 이외,2017.4/4,12
1324,유럽연합(EU),사무·문구,면세점 이외,2018.1/4,27
1325,유럽연합(EU),사무·문구,면세점 이외,2018.2/4,17
1326,유럽연합(EU),사무·문구,면세점 이외,2018.3/4,9
1327,유럽연합(EU),사무·문구,면세점 이외,2018.4/4,13
1328,유럽연합(EU),사무·문구,면세점 이외,2019.1/4,11
1329,유럽연합(EU),사무·문구,면세점 이외,2019.2/4,10
1330,유럽연합(EU),사무·문구,면세점 이외,2019.3/4,4
1331,유럽연합(EU),사무·문구,면세점 이외,2019.4/4,10
1332,유럽연합(EU),사무·문구,면세점 이외,2020.1/4,8
1333,유럽연합(EU),사무·문구,면세점 이외,2020.2/4,8
1334,유럽연합(EU),사무·문구,면세점 이외,2020.3/4,4
1335,유럽연합(EU),사무·문구,면세점 이외,2020.4/4,5
1336,유럽연합(EU),사무·문구,면세점 이외,2021.1/4,17
1337,유럽연합(EU),사무·문구,면세점 이외,2021.2/4,13
1338,유럽연합(EU),사무·문구,면세점 이외,2021.3/4,21
1339,유럽연합(EU),사무·문구,면세점 이외,2021.4/4,12
1340,유럽연합(EU),사무·문구,면세점 이외,2022.1/4,20
1341,유럽연합(EU),사무·문구,면세점 이외,2022.2/4 p),7
1342,유럽연합(EU),음반·비디오·악기,면세점 이외,2017.1/4,841
1343,유럽연합(EU),음반·비디오·악기,면세점 이외,2017.2/4,779
1344,유럽연합(EU),음반·비디오·악기,면세점 이외,2017.3/4,1172
1345,유럽연합(EU),음반·비디오·악기,면세점 이외,2017.4/4,1437
1346,유럽연합(EU),음반·비디오·악기,면세점 이외,2018.1/4,1400
1347,유럽연합(EU),음반·비디오·악기,면세점 이외,2018.2/4,1419
1348,유럽연합(EU),음반·비디오·악기,면세점 이외,2018.3/4,1808
1349,유럽연합(EU),음반·비디오·악기,면세점 이외,2018.4/4,2120
1350,유럽연합(EU),음반·비디오·악기,면세점 이외,2019.1/4,1958
1351,유럽연합(EU),음반·비디오·악기,면세점 이외,2019.2/4,2350
1352,유럽연합(EU),음반·비디오·악기,면세점 이외,2019.3/4,1502
1353,유럽연합(EU),음반·비디오·악기,면세점 이외,2019.4/4,2697
1354,유럽연합(EU),음반·비디오·악기,면세점 이외,2020.1/4,2728
1355,유럽연합(EU),음반·비디오·악기,면세점 이외,2020.2/4,2636
1356,유럽연합(EU),음반·비디오·악기,면세점 이외,2020.3/4,2958
1357,유럽연합(EU),음반·비디오·악기,면세점 이외,2020.4/4,3770
1358,유럽연합(EU),음반·비디오·악기,면세점 이외,2021.1/4,3103
1359,유럽연합(EU),음반·비디오·악기,면세점 이외,2021.2/4,2702
1360,유럽연합(EU),음반·비디오·악기,면세점 이외,2021.3/4,2186
1361,유럽연합(EU),음반·비디오·악기,면세점 이외,2021.4/4,1640
1362,유럽연합(EU),음반·비디오·악기,면세점 이외,2022.1/4,1107
1363,유럽연합(EU),음반·비디오·악기,면세점 이외,2022.2/4 p),2139
1364,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2017.1/4,913
1365,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2017.2/4,788
1366,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2017.3/4,906
1367,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2017.4/4,1084
1368,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2018.1/4,1205
1369,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2018.2/4,1035
1370,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2018.3/4,869
1371,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2018.4/4,930
1372,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2019.1/4,970
1373,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2019.2/4,1032
1374,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2019.3/4,781
1375,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2019.4/4,847
1376,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2020.1/4,807
1377,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2020.2/4,1765
1378,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2020.3/4,1276
1379,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2020.4/4,1272
1380,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2021.1/4,1496
1381,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2021.2/4,1992
1382,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2021.3/4,1321
1383,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2021.4/4,1406
1384,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2022.1/4,1579
1385,유럽연합(EU),의류 및 패션 관련상품,면세점 이외,2022.2/4 p),2094
1386,유럽연합(EU),스포츠·레저용품,면세점 이외,2017.1/4,177
1387,유럽연합(EU),스포츠·레저용품,면세점 이외,2017.2/4,153
1388,유럽연합(EU),스포츠·레저용품,면세점 이외,2017.3/4,107
1389,유럽연합(EU),스포츠·레저용품,면세점 이외,2017.4/4,200
1390,유럽연합(EU),스포츠·레저용품,면세점 이외,2018.1/4,233
1391,유럽연합(EU),스포츠·레저용품,면세점 이외,2018.2/4,198
1392,유럽연합(EU),스포츠·레저용품,면세점 이외,2018.3/4,173
1393,유럽연합(EU),스포츠·레저용품,면세점 이외,2018.4/4,204
1394,유럽연합(EU),스포츠·레저용품,면세점 이외,2019.1/4,215
1395,유럽연합(EU),스포츠·레저용품,면세점 이외,2019.2/4,192
1396,유럽연합(EU),스포츠·레저용품,면세점 이외,2019.3/4,805
1397,유럽연합(EU),스포츠·레저용품,면세점 이외,2019.4/4,212
1398,유럽연합(EU),스포츠·레저용품,면세점 이외,2020.1/4,211
1399,유럽연합(EU),스포츠·레저용품,면세점 이외,2020.2/4,192
1400,유럽연합(EU),스포츠·레저용품,면세점 이외,2020.3/4,418
1401,유럽연합(EU),스포츠·레저용품,면세점 이외,2020.4/4,476
1402,유럽연합(EU),스포츠·레저용품,면세점 이외,2021.1/4,452
1403,유럽연합(EU),스포츠·레저용품,면세점 이외,2021.2/4,201
1404,유럽연합(EU),스포츠·레저용품,면세점 이외,2021.3/4,279
1405,유럽연합(EU),스포츠·레저용품,면세점 이외,2021.4/4,362
1406,유럽연합(EU),스포츠·레저용품,면세점 이외,2022.1/4,300
1407,유럽연합(EU),스포츠·레저용품,면세점 이외,2022.2/4 p),15
1408,유럽연합(EU),화장품,면세점 이외,2017.1/4,2362
1409,유럽연합(EU),화장품,면세점 이외,2017.2/4,2292
1410,유럽연합(EU),화장품,면세점 이외,2017.3/4,1925
1411,유럽연합(EU),화장품,면세점 이외,2017.4/4,2510
1412,유럽연합(EU),화장품,면세점 이외,2018.1/4,3022
1413,유럽연합(EU),화장품,면세점 이외,2018.2/4,2744
1414,유럽연합(EU),화장품,면세점 이외,2018.3/4,2503
1415,유럽연합(EU),화장품,면세점 이외,2018.4/4,2922
1416,유럽연합(EU),화장품,면세점 이외,2019.1/4,3131
1417,유럽연합(EU),화장품,면세점 이외,2019.2/4,3051
1418,유럽연합(EU),화장품,면세점 이외,2019.3/4,1891
1419,유럽연합(EU),화장품,면세점 이외,2019.4/4,3733
1420,유럽연합(EU),화장품,면세점 이외,2020.1/4,2825
1421,유럽연합(EU),화장품,면세점 이외,2020.2/4,1651
1422,유럽연합(EU),화장품,면세점 이외,2020.3/4,1538
1423,유럽연합(EU),화장품,면세점 이외,2020.4/4,1510
1424,유럽연합(EU),화장품,면세점 이외,2021.1/4,1434
1425,유럽연합(EU),화장품,면세점 이외,2021.2/4,1303
1426,유럽연합(EU),화장품,면세점 이외,2021.3/4,775
1427,유럽연합(EU),화장품,면세점 이외,2021.4/4,518
1428,유럽연합(EU),화장품,면세점 이외,2022.1/4,210
1429,유럽연합(EU),화장품,면세점 이외,2022.2/4 p),391
1430,유럽연합(EU),아동·유아용품,면세점 이외,2017.1/4,316
1431,유럽연합(EU),아동·유아용품,면세점 이외,2017.2/4,259
1432,유럽연합(EU),아동·유아용품,면세점 이외,2017.3/4,275
1433,유럽연합(EU),아동·유아용품,면세점 이외,2017.4/4,343
1434,유럽연합(EU),아동·유아용품,면세점 이외,2018.1/4,347
1435,유럽연합(EU),아동·유아용품,면세점 이외,2018.2/4,292
1436,유럽연합(EU),아동·유아용품,면세점 이외,2018.3/4,287
1437,유럽연합(EU),아동·유아용품,면세점 이외,2018.4/4,374
1438,유럽연합(EU),아동·유아용품,면세점 이외,2019.1/4,329
1439,유럽연합(EU),아동·유아용품,면세점 이외,2019.2/4,312
1440,유럽연합(EU),아동·유아용품,면세점 이외,2019.3/4,195
1441,유럽연합(EU),아동·유아용품,면세점 이외,2019.4/4,417
1442,유럽연합(EU),아동·유아용품,면세점 이외,2020.1/4,367
1443,유럽연합(EU),아동·유아용품,면세점 이외,2020.2/4,316
1444,유럽연합(EU),아동·유아용품,면세점 이외,2020.3/4,284
1445,유럽연합(EU),아동·유아용품,면세점 이외,2020.4/4,387
1446,유럽연합(EU),아동·유아용품,면세점 이외,2021.1/4,587
1447,유럽연합(EU),아동·유아용품,면세점 이외,2021.2/4,440
1448,유럽연합(EU),아동·유아용품,면세점 이외,2021.3/4,393
1449,유럽연합(EU),아동·유아용품,면세점 이외,2021.4/4,132
1450,유럽연합(EU),아동·유아용품,면세점 이외,2022.1/4,7
1451,유럽연합(EU),아동·유아용품,면세점 이외,2022.2/4 p),6
1452,유럽연합(EU),음·식료품,면세점 이외,2017.1/4,20
1453,유럽연합(EU),음·식료품,면세점 이외,2017.2/4,19
1454,유럽연합(EU),음·식료품,면세점 이외,2017.3/4,15
1455,유럽연합(EU),음·식료품,면세점 이외,2017.4/4,36
1456,유럽연합(EU),음·식료품,면세점 이외,2018.1/4,27
1457,유럽연합(EU),음·식료품,면세점 이외,2018.2/4,18
1458,유럽연합(EU),음·식료품,면세점 이외,2018.3/4,14
1459,유럽연합(EU),음·식료품,면세점 이외,2018.4/4,21
1460,유럽연합(EU),음·식료품,면세점 이외,2019.1/4,18
1461,유럽연합(EU),음·식료품,면세점 이외,2019.2/4,12
1462,유럽연합(EU),음·식료품,면세점 이외,2019.3/4,8
1463,유럽연합(EU),음·식료품,면세점 이외,2019.4/4,14
1464,유럽연합(EU),음·식료품,면세점 이외,2020.1/4,378
1465,유럽연합(EU),음·식료품,면세점 이외,2020.2/4,19
1466,유럽연합(EU),음·식료품,면세점 이외,2020.3/4,10
1467,유럽연합(EU),음·식료품,면세점 이외,2020.4/4,16
1468,유럽연합(EU),음·식료품,면세점 이외,2021.1/4,14
1469,유럽연합(EU),음·식료품,면세점 이외,2021.2/4,15
1470,유럽연합(EU),음·식료품,면세점 이외,2021.3/4,10
1471,유럽연합(EU),음·식료품,면세점 이외,2021.4/4,6
1472,유럽연합(EU),음·식료품,면세점 이외,2022.1/4,3
1473,유럽연합(EU),음·식료품,면세점 이외,2022.2/4 p),5
1474,유럽연합(EU),농축수산물,면세점 이외,2017.1/4,0
1475,유럽연합(EU),농축수산물,면세점 이외,2017.2/4,0
1476,유럽연합(EU),농축수산물,면세점 이외,2017.3/4,3
1477,유럽연합(EU),농축수산물,면세점 이외,2017.4/4,0
1478,유럽연합(EU),농축수산물,면세점 이외,2018.1/4,0
1479,유럽연합(EU),농축수산물,면세점 이외,2018.2/4,0
1480,유럽연합(EU),농축수산물,면세점 이외,2018.3/4,0
1481,유럽연합(EU),농축수산물,면세점 이외,2018.4/4,0
1482,유럽연합(EU),농축수산물,면세점 이외,2019.1/4,0
1483,유럽연합(EU),농축수산물,면세점 이외,2019.2/4,0
1484,유럽연합(EU),농축수산물,면세점 이외,2019.3/4,0
1485,유럽연합(EU),농축수산물,면세점 이외,2019.4/4,0
1486,유럽연합(EU),농축수산물,면세점 이외,2020.1/4,0
1487,유럽연합(EU),농축수산물,면세점 이외,2020.2/4,0
1488,유럽연합(EU),농축수산물,면세점 이외,2020.3/4,0
1489,유럽연합(EU),농축수산물,면세점 이외,2020.4/4,0
1490,유럽연합(EU),농축수산물,면세점 이외,2021.1/4,0
1491,유럽연합(EU),농축수산물,면세점 이외,2021.2/4,0
1492,유럽연합(EU),농축수산물,면세점 이외,2021.3/4,0
1493,유럽연합(EU),농축수산물,면세점 이외,2021.4/4,0
1494,유럽연합(EU),농축수산물,면세점 이외,2022.1/4,0
1495,유럽연합(EU),농축수산물,면세점 이외,2022.2/4 p),0
1496,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2017.1/4,733
1497,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2017.2/4,697
1498,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2017.3/4,544
1499,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2017.4/4,654
1500,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2018.1/4,739
1501,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2018.2/4,639
1502,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2018.3/4,610
1503,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2018.4/4,637
1504,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2019.1/4,665
1505,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2019.2/4,622
1506,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2019.3/4,383
1507,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2019.4/4,845
1508,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2020.1/4,694
1509,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2020.2/4,632
1510,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2020.3/4,637
1511,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2020.4/4,597
1512,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2021.1/4,661
1513,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2021.2/4,586
1514,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2021.3/4,464
1515,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2021.4/4,198
1516,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2022.1/4,11
1517,유럽연합(EU),생활용품 및 자동차용품,면세점 이외,2022.2/4 p),8
1518,유럽연합(EU),기 타,면세점 이외,2017.1/4,731
1519,유럽연합(EU),기 타,면세점 이외,2017.2/4,762
1520,유럽연합(EU),기 타,면세점 이외,2017.3/4,718
1521,유럽연합(EU),기 타,면세점 이외,2017.4/4,863
1522,유럽연합(EU),기 타,면세점 이외,2018.1/4,1121
1523,유럽연합(EU),기 타,면세점 이외,2018.2/4,811
1524,유럽연합(EU),기 타,면세점 이외,2018.3/4,760
1525,유럽연합(EU),기 타,면세점 이외,2018.4/4,1057
1526,유럽연합(EU),기 타,면세점 이외,2019.1/4,922
1527,유럽연합(EU),기 타,면세점 이외,2019.2/4,926
1528,유럽연합(EU),기 타,면세점 이외,2019.3/4,536
1529,유럽연합(EU),기 타,면세점 이외,2019.4/4,914
1530,유럽연합(EU),기 타,면세점 이외,2020.1/4,978
1531,유럽연합(EU),기 타,면세점 이외,2020.2/4,905
1532,유럽연합(EU),기 타,면세점 이외,2020.3/4,984
1533,유럽연합(EU),기 타,면세점 이외,2020.4/4,1040
1534,유럽연합(EU),기 타,면세점 이외,2021.1/4,1473
1535,유럽연합(EU),기 타,면세점 이외,2021.2/4,1072
1536,유럽연합(EU),기 타,면세점 이외,2021.3/4,979
1537,유럽연합(EU),기 타,면세점 이외,2021.4/4,361
1538,유럽연합(EU),기 타,면세점 이외,2022.1/4,50
1539,유럽연합(EU),기 타,면세점 이외,2022.2/4 p),75
1540,중동,컴퓨터 및 주변기기,면세점 이외,2017.1/4,93
1541,중동,컴퓨터 및 주변기기,면세점 이외,2017.2/4,71
1542,중동,컴퓨터 및 주변기기,면세점 이외,2017.3/4,79
1543,중동,컴퓨터 및 주변기기,면세점 이외,2017.4/4,301
1544,중동,컴퓨터 및 주변기기,면세점 이외,2018.1/4,48
1545,중동,컴퓨터 및 주변기기,면세점 이외,2018.2/4,58
1546,중동,컴퓨터 및 주변기기,면세점 이외,2018.3/4,67
1547,중동,컴퓨터 및 주변기기,면세점 이외,2018.4/4,77
1548,중동,컴퓨터 및 주변기기,면세점 이외,2019.1/4,98
1549,중동,컴퓨터 및 주변기기,면세점 이외,2019.2/4,96
1550,중동,컴퓨터 및 주변기기,면세점 이외,2019.3/4,62
1551,중동,컴퓨터 및 주변기기,면세점 이외,2019.4/4,79
1552,중동,컴퓨터 및 주변기기,면세점 이외,2020.1/4,61
1553,중동,컴퓨터 및 주변기기,면세점 이외,2020.2/4,107
1554,중동,컴퓨터 및 주변기기,면세점 이외,2020.3/4,139
1555,중동,컴퓨터 및 주변기기,면세점 이외,2020.4/4,81
1556,중동,컴퓨터 및 주변기기,면세점 이외,2021.1/4,51
1557,중동,컴퓨터 및 주변기기,면세점 이외,2021.2/4,90
1558,중동,컴퓨터 및 주변기기,면세점 이외,2021.3/4,72
1559,중동,컴퓨터 및 주변기기,면세점 이외,2021.4/4,24
1560,중동,컴퓨터 및 주변기기,면세점 이외,2022.1/4,1
1561,중동,컴퓨터 및 주변기기,면세점 이외,2022.2/4 p),5
1562,중동,가전·전자·통신기기,면세점 이외,2017.1/4,351
1563,중동,가전·전자·통신기기,면세점 이외,2017.2/4,338
1564,중동,가전·전자·통신기기,면세점 이외,2017.3/4,313
1565,중동,가전·전자·통신기기,면세점 이외,2017.4/4,262
1566,중동,가전·전자·통신기기,면세점 이외,2018.1/4,172
1567,중동,가전·전자·통신기기,면세점 이외,2018.2/4,153
1568,중동,가전·전자·통신기기,면세점 이외,2018.3/4,181
1569,중동,가전·전자·통신기기,면세점 이외,2018.4/4,193
1570,중동,가전·전자·통신기기,면세점 이외,2019.1/4,155
1571,중동,가전·전자·통신기기,면세점 이외,2019.2/4,155
1572,중동,가전·전자·통신기기,면세점 이외,2019.3/4,168
1573,중동,가전·전자·통신기기,면세점 이외,2019.4/4,356
1574,중동,가전·전자·통신기기,면세점 이외,2020.1/4,182
1575,중동,가전·전자·통신기기,면세점 이외,2020.2/4,190
1576,중동,가전·전자·통신기기,면세점 이외,2020.3/4,272
1577,중동,가전·전자·통신기기,면세점 이외,2020.4/4,195
1578,중동,가전·전자·통신기기,면세점 이외,2021.1/4,154
1579,중동,가전·전자·통신기기,면세점 이외,2021.2/4,92
1580,중동,가전·전자·통신기기,면세점 이외,2021.3/4,95
1581,중동,가전·전자·통신기기,면세점 이외,2021.4/4,54
1582,중동,가전·전자·통신기기,면세점 이외,2022.1/4,0
1583,중동,가전·전자·통신기기,면세점 이외,2022.2/4 p),1
1584,중동,소프트웨어,면세점 이외,2017.1/4,2
1585,중동,소프트웨어,면세점 이외,2017.2/4,1
1586,중동,소프트웨어,면세점 이외,2017.3/4,3
1587,중동,소프트웨어,면세점 이외,2017.4/4,8
1588,중동,소프트웨어,면세점 이외,2018.1/4,3
1589,중동,소프트웨어,면세점 이외,2018.2/4,7
1590,중동,소프트웨어,면세점 이외,2018.3/4,22
1591,중동,소프트웨어,면세점 이외,2018.4/4,4
1592,중동,소프트웨어,면세점 이외,2019.1/4,4
1593,중동,소프트웨어,면세점 이외,2019.2/4,12
1594,중동,소프트웨어,면세점 이외,2019.3/4,3
1595,중동,소프트웨어,면세점 이외,2019.4/4,1
1596,중동,소프트웨어,면세점 이외,2020.1/4,2
1597,중동,소프트웨어,면세점 이외,2020.2/4,3
1598,중동,소프트웨어,면세점 이외,2020.3/4,8
1599,중동,소프트웨어,면세점 이외,2020.4/4,4
1600,중동,소프트웨어,면세점 이외,2021.1/4,2
1601,중동,소프트웨어,면세점 이외,2021.2/4,2
1602,중동,소프트웨어,면세점 이외,2021.3/4,1
1603,중동,소프트웨어,면세점 이외,2021.4/4,0
1604,중동,소프트웨어,면세점 이외,2022.1/4,0
1605,중동,소프트웨어,면세점 이외,2022.2/4 p),0
1606,중동,서 적,면세점 이외,2017.1/4,23
1607,중동,서 적,면세점 이외,2017.2/4,23
1608,중동,서 적,면세점 이외,2017.3/4,43
1609,중동,서 적,면세점 이외,2017.4/4,42
1610,중동,서 적,면세점 이외,2018.1/4,43
1611,중동,서 적,면세점 이외,2018.2/4,60
1612,중동,서 적,면세점 이외,2018.3/4,58
1613,중동,서 적,면세점 이외,2018.4/4,72
1614,중동,서 적,면세점 이외,2019.1/4,58
1615,중동,서 적,면세점 이외,2019.2/4,81
1616,중동,서 적,면세점 이외,2019.3/4,55
1617,중동,서 적,면세점 이외,2019.4/4,100
1618,중동,서 적,면세점 이외,2020.1/4,98
1619,중동,서 적,면세점 이외,2020.2/4,11
1620,중동,서 적,면세점 이외,2020.3/4,9
1621,중동,서 적,면세점 이외,2020.4/4,21
1622,중동,서 적,면세점 이외,2021.1/4,33
1623,중동,서 적,면세점 이외,2021.2/4,25
1624,중동,서 적,면세점 이외,2021.3/4,39
1625,중동,서 적,면세점 이외,2021.4/4,45
1626,중동,서 적,면세점 이외,2022.1/4,34
1627,중동,서 적,면세점 이외,2022.2/4 p),52
1628,중동,사무·문구,면세점 이외,2017.1/4,3
1629,중동,사무·문구,면세점 이외,2017.2/4,2
1630,중동,사무·문구,면세점 이외,2017.3/4,1
1631,중동,사무·문구,면세점 이외,2017.4/4,2
1632,중동,사무·문구,면세점 이외,2018.1/4,3
1633,중동,사무·문구,면세점 이외,2018.2/4,1
1634,중동,사무·문구,면세점 이외,2018.3/4,0
1635,중동,사무·문구,면세점 이외,2018.4/4,3
1636,중동,사무·문구,면세점 이외,2019.1/4,1
1637,중동,사무·문구,면세점 이외,2019.2/4,1
1638,중동,사무·문구,면세점 이외,2019.3/4,2
1639,중동,사무·문구,면세점 이외,2019.4/4,0
1640,중동,사무·문구,면세점 이외,2020.1/4,1
1641,중동,사무·문구,면세점 이외,2020.2/4,1
1642,중동,사무·문구,면세점 이외,2020.3/4,2
1643,중동,사무·문구,면세점 이외,2020.4/4,0
1644,중동,사무·문구,면세점 이외,2021.1/4,2
1645,중동,사무·문구,면세점 이외,2021.2/4,0
1646,중동,사무·문구,면세점 이외,2021.3/4,3
1647,중동,사무·문구,면세점 이외,2021.4/4,0
1648,중동,사무·문구,면세점 이외,2022.1/4,2
1649,중동,사무·문구,면세점 이외,2022.2/4 p),3
1650,중동,음반·비디오·악기,면세점 이외,2017.1/4,76
1651,중동,음반·비디오·악기,면세점 이외,2017.2/4,67
1652,중동,음반·비디오·악기,면세점 이외,2017.3/4,140
1653,중동,음반·비디오·악기,면세점 이외,2017.4/4,115
1654,중동,음반·비디오·악기,면세점 이외,2018.1/4,104
1655,중동,음반·비디오·악기,면세점 이외,2018.2/4,161
1656,중동,음반·비디오·악기,면세점 이외,2018.3/4,247
1657,중동,음반·비디오·악기,면세점 이외,2018.4/4,272
1658,중동,음반·비디오·악기,면세점 이외,2019.1/4,206
1659,중동,음반·비디오·악기,면세점 이외,2019.2/4,314
1660,중동,음반·비디오·악기,면세점 이외,2019.3/4,227
1661,중동,음반·비디오·악기,면세점 이외,2019.4/4,360
1662,중동,음반·비디오·악기,면세점 이외,2020.1/4,496
1663,중동,음반·비디오·악기,면세점 이외,2020.2/4,710
1664,중동,음반·비디오·악기,면세점 이외,2020.3/4,870
1665,중동,음반·비디오·악기,면세점 이외,2020.4/4,1174
1666,중동,음반·비디오·악기,면세점 이외,2021.1/4,326
1667,중동,음반·비디오·악기,면세점 이외,2021.2/4,352
1668,중동,음반·비디오·악기,면세점 이외,2021.3/4,367
1669,중동,음반·비디오·악기,면세점 이외,2021.4/4,311
1670,중동,음반·비디오·악기,면세점 이외,2022.1/4,211
1671,중동,음반·비디오·악기,면세점 이외,2022.2/4 p),353
1672,중동,의류 및 패션 관련상품,면세점 이외,2017.1/4,196
1673,중동,의류 및 패션 관련상품,면세점 이외,2017.2/4,186
1674,중동,의류 및 패션 관련상품,면세점 이외,2017.3/4,174
1675,중동,의류 및 패션 관련상품,면세점 이외,2017.4/4,216
1676,중동,의류 및 패션 관련상품,면세점 이외,2018.1/4,198
1677,중동,의류 및 패션 관련상품,면세점 이외,2018.2/4,232
1678,중동,의류 및 패션 관련상품,면세점 이외,2018.3/4,222
1679,중동,의류 및 패션 관련상품,면세점 이외,2018.4/4,224
1680,중동,의류 및 패션 관련상품,면세점 이외,2019.1/4,210
1681,중동,의류 및 패션 관련상품,면세점 이외,2019.2/4,321
1682,중동,의류 및 패션 관련상품,면세점 이외,2019.3/4,169
1683,중동,의류 및 패션 관련상품,면세점 이외,2019.4/4,251
1684,중동,의류 및 패션 관련상품,면세점 이외,2020.1/4,259
1685,중동,의류 및 패션 관련상품,면세점 이외,2020.2/4,553
1686,중동,의류 및 패션 관련상품,면세점 이외,2020.3/4,559
1687,중동,의류 및 패션 관련상품,면세점 이외,2020.4/4,405
1688,중동,의류 및 패션 관련상품,면세점 이외,2021.1/4,412
1689,중동,의류 및 패션 관련상품,면세점 이외,2021.2/4,358
1690,중동,의류 및 패션 관련상품,면세점 이외,2021.3/4,419
1691,중동,의류 및 패션 관련상품,면세점 이외,2021.4/4,273
1692,중동,의류 및 패션 관련상품,면세점 이외,2022.1/4,184
1693,중동,의류 및 패션 관련상품,면세점 이외,2022.2/4 p),252
1694,중동,스포츠·레저용품,면세점 이외,2017.1/4,45
1695,중동,스포츠·레저용품,면세점 이외,2017.2/4,52
1696,중동,스포츠·레저용품,면세점 이외,2017.3/4,50
1697,중동,스포츠·레저용품,면세점 이외,2017.4/4,46
1698,중동,스포츠·레저용품,면세점 이외,2018.1/4,49
1699,중동,스포츠·레저용품,면세점 이외,2018.2/4,41
1700,중동,스포츠·레저용품,면세점 이외,2018.3/4,45
1701,중동,스포츠·레저용품,면세점 이외,2018.4/4,72
1702,중동,스포츠·레저용품,면세점 이외,2019.1/4,49
1703,중동,스포츠·레저용품,면세점 이외,2019.2/4,46
1704,중동,스포츠·레저용품,면세점 이외,2019.3/4,34
